context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20612122969967978,0.7535714285714286,0.8785714285714286,0.9357142857142857
2,0.23041083152805056,0.7535714285714286,0.9142857142857143,0.9535714285714286
3,0.23212077426058905,0.7464285714285714,0.8964285714285715,0.95
4,0.2322199353149959,0.7535714285714286,0.875,0.9392857142857143
5,0.22835933246782847,0.7428571428571429,0.8821428571428571,0.9321428571428572
6,0.22469800902264458,0.75,0.8821428571428571,0.925
7,0.2206347024866513,0.75,0.8928571428571429,0.9321428571428572
8,0.21558287207569396,0.7821428571428571,0.8892857142857142,0.9428571428571428
9,0.2130934334227017,0.7464285714285714,0.8892857142857142,0.9285714285714286
10,0.21282577003751482,0.7392857142857143,0.8892857142857142,0.9321428571428572
